model_id_list,dev_alphabetical_id,dev_numerical_id
D08_Samsung_GalaxyTab3,D08_V_flatWA_still_0003,7
D03_Huawei_P9,D03_V_indoorWA_panrot_0002,2
D01_Samsung_GalaxyS3Mini,D01_V_outdoorWA_panrot_0001,0
D29_Apple_iPhone5,D29_V_outdoorWA_still_0002,27
D18_Apple_iPhone5c,D18_V_outdoorWA_still_0002,16
D24_Xiaomi_RedmiNote3,D24_V_indoorWA_still_0002,22
D33_Huawei_Ascend,D33_V_indoorWA_move_0002,31
D27_Samsung_GalaxyS5,D27_V_indoorWA_move_0002,25
D33_Huawei_Ascend,D33_V_indoorWA_panrot_0001,31
D01_Samsung_GalaxyS3Mini,D01_V_indoorWA_panrot_0002,0
D06_Apple_iPhone6,D06_V_outdoorWA_panrot_0002,5
D25_OnePlus_A3000,D25_V_indoorWA_panrot_0001,23
D13_Apple_iPad2,D13_V_flatWA_panrot_0001,11
D15_Apple_iPhone6,D15_V_outdoorWA_panrot_0002,13
D02_Apple_iPhone4s,D02_V_outdoorWA_still_0001,1
D25_OnePlus_A3000,D25_V_flatWA_move_0003,23
D09_Apple_iPhone4,D09_V_outdoorWA_still_0001,8
D33_Huawei_Ascend,D33_V_outdoorWA_panrot_0001,31
D11_Samsung_GalaxyS3,D11_V_indoorWA_panrot_0001,10
D25_OnePlus_A3000,D25_V_indoorWA_still_0001,23
D34_Apple_iPhone5,D34_V_flatWA_still_0003,32
D28_Huawei_P8,D28_V_flatWA_still_0001,26
D22_Samsung_GalaxyTrendPlus,D22_V_outdoorWA_move_0002,20
D16_Huawei_P9Lite,D16_V_indoorWA_move_0001,14
D14_Apple_iPhone5c,D14_V_indoorWA_still_0002,12
D25_OnePlus_A3000,D25_V_flatWA_still_0001,23
D14_Apple_iPhone5c,D14_V_outdoorWA_panrot_0002,12
D27_Samsung_GalaxyS5,D27_V_flatWA_panrot_0001,25
D29_Apple_iPhone5,D29_V_outdoorWA_move_0002,27
D27_Samsung_GalaxyS5,D27_V_flatWA_move_0003,25
D19_Apple_iPhone6Plus,D19_V_indoorWA_move_0001,17
D05_Apple_iPhone5c,D05_V_flatWA_still_0002,4
D26_Samsung_GalaxyS3Mini,D26_V_indoorWA_move_0002,24
D30_Huawei_Honor5c,D30_V_indoorWA_still_0002,28
D06_Apple_iPhone6,D06_V_flatWA_panrot_0002,5
D04_LG_D290,D04_V_flatWA_still_0001,3
D18_Apple_iPhone5c,D18_V_indoorWA_still_0001,16
D20_Apple_iPadMini,D20_V_outdoorWA_move_0002,18
D14_Apple_iPhone5c,D14_V_outdoorWA_move_0002,12
D24_Xiaomi_RedmiNote3,D24_V_indoorWA_panrot_0001,22
D34_Apple_iPhone5,D34_V_indoorWA_panrot_0004,32
D26_Samsung_GalaxyS3Mini,D26_V_indoorWA_still_0001,24
D04_LG_D290,D04_V_indoorWA_still_0001,3
D07_Lenovo_P70A,D07_V_outdoorWA_panrot_0002,6
D08_Samsung_GalaxyTab3,D08_V_flatWA_move_0002,7
D29_Apple_iPhone5,D29_V_outdoorWA_panrot_0002,27
D10_Apple_iPhone4s,D10_V_flatWA_move_0002,9
D16_Huawei_P9Lite,D16_V_outdoorWA_still_0002,14
D27_Samsung_GalaxyS5,D27_V_outdoorWA_panrot_0001,25
D08_Samsung_GalaxyTab3,D08_V_outdoorWA_panrot_0003,7
D07_Lenovo_P70A,D07_V_indoorWA_move_0001,6
D25_OnePlus_A3000,D25_V_indoorWA_move_0002,23
D23_Asus_Zenfone2Laser,D23_V_indoorWA_panrot_0002,21
D05_Apple_iPhone5c,D05_V_outdoorWA_panrot_0001,4
D02_Apple_iPhone4s,D02_V_outdoorWA_still_0002,1
D23_Asus_Zenfone2Laser,D23_V_flatWA_still_0002,21
D20_Apple_iPadMini,D20_V_flatWA_move_0001,18
D03_Huawei_P9,D03_V_flatWA_move_0001,2
D15_Apple_iPhone6,D15_V_flatWA_move_0002,13
D06_Apple_iPhone6,D06_V_indoorWA_move_0001,5
D28_Huawei_P8,D28_V_flatWA_move_0002,26
D08_Samsung_GalaxyTab3,D08_V_indoorWA_panrot_0004,7
D07_Lenovo_P70A,D07_V_flatWA_move_0002,6
D03_Huawei_P9,D03_V_indoorWA_still_0002,2
D29_Apple_iPhone5,D29_V_indoorWA_still_0002,27
D04_LG_D290,D04_V_flatWA_still_0002,3
D32_OnePlus_A3003,D32_V_outdoorWA_panrot_0001,30
D08_Samsung_GalaxyTab3,D08_V_outdoorWA_move_0002,7
D01_Samsung_GalaxyS3Mini,D01_V_outdoorWA_move_0002,0
D13_Apple_iPad2,D13_V_flatWA_still_0001,11
D24_Xiaomi_RedmiNote3,D24_V_outdoorWA_panrot_0001,22
D35_Samsung_GalaxyTabA,D35_V_indoorWA_still_0002,33
D34_Apple_iPhone5,D34_V_outdoorWA_move_0003,32
D26_Samsung_GalaxyS3Mini,D26_V_outdoorWA_panrot_0001,24
D26_Samsung_GalaxyS3Mini,D26_V_indoorWA_still_0002,24
D05_Apple_iPhone5c,D05_V_outdoorWA_still_0002,4
D32_OnePlus_A3003,D32_V_outdoorWA_still_0002,30
D21_Wiko_Ridge4G,D21_V_outdoorWA_still_0001,19
D13_Apple_iPad2,D13_V_outdoorWA_move_0001,11
D24_Xiaomi_RedmiNote3,D24_V_flatWA_still_0001,22
D15_Apple_iPhone6,D15_V_indoorWA_still_0002,13
D16_Huawei_P9Lite,D16_V_indoorWA_still_0002,14
D35_Samsung_GalaxyTabA,D35_V_flatWA_move_0001,33
D08_Samsung_GalaxyTab3,D08_V_flatWA_still_0005,7
D07_Lenovo_P70A,D07_V_outdoorWA_move_0002,6
D13_Apple_iPad2,D13_V_indoorWA_move_0001,11
D14_Apple_iPhone5c,D14_V_flatWA_panrot_0002,12
D23_Asus_Zenfone2Laser,D23_V_outdoorWA_move_0001,21
D19_Apple_iPhone6Plus,D19_V_outdoorWA_still_0001,17
