model_id_list,dev_alphabetical_id,dev_numerical_id
D31_Samsung_GalaxyS4Mini,D31_V_flatWA_still_0001,29
D13_Apple_iPad2,D13_V_outdoorWA_still_0002,11
D13_Apple_iPad2,D13_V_outdoorWA_still_0001,11
D30_Huawei_Honor5c,D30_V_flatWA_panrot_0002,28
D28_Huawei_P8,D28_V_outdoorWA_panrot_0001,26
D08_Samsung_GalaxyTab3,D08_V_indoorWA_still_0004,7
D30_Huawei_Honor5c,D30_V_indoorWA_panrot_0001,28
D17_Microsoft_Lumia640LTE,D17_V_outdoorWA_still_0001,15
D27_Samsung_GalaxyS5,D27_V_flatWA_move_0002,25
D29_Apple_iPhone5,D29_V_outdoorWA_still_0001,27
D02_Apple_iPhone4s,D02_V_outdoorWA_panrot_0001,1
D08_Samsung_GalaxyTab3,D08_V_outdoorWA_move_0002,7
D24_Xiaomi_RedmiNote3,D24_V_flatWA_panrot_0001,22
D08_Samsung_GalaxyTab3,D08_V_outdoorWA_still_0001,7
D15_Apple_iPhone6,D15_V_indoorWA_still_0001,13
D14_Apple_iPhone5c,D14_V_flatWA_move_0003,12
D28_Huawei_P8,D28_V_flatWA_panrot_0002,26
D34_Apple_iPhone5,D34_V_flatWA_move_0004,32
D33_Huawei_Ascend,D33_V_outdoorWA_move_0002,31
D27_Samsung_GalaxyS5,D27_V_flatWA_panrot_0001,25
D34_Apple_iPhone5,D34_V_indoorWA_panrot_0001,32
D02_Apple_iPhone4s,D02_V_flatWA_move_0001,1
D05_Apple_iPhone5c,D05_V_flatWA_move_0001,4
D07_Lenovo_P70A,D07_V_outdoorWA_move_0001,6
D01_Samsung_GalaxyS3Mini,D01_V_flatWA_move_0001,0
D06_Apple_iPhone6,D06_V_flatWA_panrot_0002,5
D06_Apple_iPhone6,D06_V_flatWA_move_0002,5
D29_Apple_iPhone5,D29_V_flatWA_still_0001,27
D02_Apple_iPhone4s,D02_V_flatWA_panrot_0001,1
D03_Huawei_P9,D03_V_flatWA_still_0002,2
D28_Huawei_P8,D28_V_indoorWA_still_0002,26
D16_Huawei_P9Lite,D16_V_indoorWA_panrot_0001,14
D21_Wiko_Ridge4G,D21_V_outdoorWA_still_0001,19
D29_Apple_iPhone5,D29_V_indoorWA_move_0001,27
D02_Apple_iPhone4s,D02_V_indoorWA_move_0001,1
D01_Samsung_GalaxyS3Mini,D01_V_indoorWA_move_0002,0
D18_Apple_iPhone5c,D18_V_flatWA_still_0002,16
D19_Apple_iPhone6Plus,D19_V_indoorWA_still_0002,17
D24_Xiaomi_RedmiNote3,D24_V_outdoorWA_still_0002,22
D31_Samsung_GalaxyS4Mini,D31_V_indoorWA_move_0001,29
D22_Samsung_GalaxyTrendPlus,D22_V_outdoorWA_still_0002,20
D06_Apple_iPhone6,D06_V_outdoorWA_still_0002,5
D31_Samsung_GalaxyS4Mini,D31_V_outdoorWA_move_0001,29
D31_Samsung_GalaxyS4Mini,D31_V_indoorWA_move_0002,29
D24_Xiaomi_RedmiNote3,D24_V_outdoorWA_move_0001,22
D16_Huawei_P9Lite,D16_V_indoorWA_move_0002,14
D27_Samsung_GalaxyS5,D27_V_indoorWA_still_0002,25
