model_id_list,dev_alphabetical_id,dev_numerical_id
D20_Apple_iPadMini,D20_V_flatWA_move_0002,18
D18_Apple_iPhone5c,D18_V_outdoorWA_still_0002,16
D22_Samsung_GalaxyTrendPlus,D22_V_indoorWA_still_0001,20
D10_Apple_iPhone4s,D10_V_outdoorWA_move_0001,9
D09_Apple_iPhone4,D09_V_indoorWA_still_0001,8
D34_Apple_iPhone5,D34_V_indoorWA_move_0003,32
D27_Samsung_GalaxyS5,D27_V_outdoorWA_still_0001,25
D13_Apple_iPad2,D13_V_indoorWA_panrot_0001,11
D30_Huawei_Honor5c,D30_V_indoorWA_panrot_0001,28
D01_Samsung_GalaxyS3Mini,D01_V_indoorWA_still_0002,0
D14_Apple_iPhone5c,D14_V_indoorWA_panrot_0002,12
D06_Apple_iPhone6,D06_V_outdoorWA_still_0001,5
D34_Apple_iPhone5,D34_V_flatWA_still_0002,32
D27_Samsung_GalaxyS5,D27_V_flatWA_move_0001,25
D34_Apple_iPhone5,D34_V_flatWA_move_0005,32
D06_Apple_iPhone6,D06_V_flatWA_panrot_0002,5
D32_OnePlus_A3003,D32_V_flatWA_still_0002,30
D34_Apple_iPhone5,D34_V_indoorWA_move_0001,32
D08_Samsung_GalaxyTab3,D08_V_indoorWA_panrot_0001,7
D34_Apple_iPhone5,D34_V_flatWA_move_0002,32
D27_Samsung_GalaxyS5,D27_V_indoorWA_still_0002,25
D20_Apple_iPadMini,D20_V_indoorWA_still_0001,18
D06_Apple_iPhone6,D06_V_outdoorWA_move_0002,5
D01_Samsung_GalaxyS3Mini,D01_V_outdoorWA_still_0004,0
D07_Lenovo_P70A,D07_V_indoorWA_still_0002,6
D30_Huawei_Honor5c,D30_V_flatWA_still_0002,28
D03_Huawei_P9,D03_V_flatWA_panrot_0001,2
D27_Samsung_GalaxyS5,D27_V_indoorWA_move_0002,25
D32_OnePlus_A3003,D32_V_indoorWA_still_0001,30
D16_Huawei_P9Lite,D16_V_indoorWA_move_0002,14
D30_Huawei_Honor5c,D30_V_indoorWA_still_0001,28
D17_Microsoft_Lumia640LTE,D17_V_outdoorWA_move_0001,15
D04_LG_D290,D04_V_indoorWA_panrot_0001,3
D26_Samsung_GalaxyS3Mini,D26_V_indoorWA_still_0001,24
D14_Apple_iPhone5c,D14_V_outdoorWA_still_0002,12
D10_Apple_iPhone4s,D10_V_indoorWA_move_0002,9
D02_Apple_iPhone4s,D02_V_flatWA_still_0001,1
D23_Asus_Zenfone2Laser,D23_V_indoorWA_move_0001,21
D31_Samsung_GalaxyS4Mini,D31_V_flatWA_move_0003,29
D05_Apple_iPhone5c,D05_V_outdoorWA_move_0001,4
D28_Huawei_P8,D28_V_indoorWA_move_0002,26
D34_Apple_iPhone5,D34_V_flatWA_panrot_0004,32
D08_Samsung_GalaxyTab3,D08_V_indoorWA_move_0004,7
D08_Samsung_GalaxyTab3,D08_V_indoorWA_move_0001,7
D33_Huawei_Ascend,D33_V_indoorWA_move_0002,31
D07_Lenovo_P70A,D07_V_indoorWA_panrot_0001,6
D06_Apple_iPhone6,D06_V_indoorWA_still_0001,5
D02_Apple_iPhone4s,D02_V_indoorWA_still_0001,1
D23_Asus_Zenfone2Laser,D23_V_outdoorWA_panrot_0002,21
D02_Apple_iPhone4s,D02_V_indoorWA_panrot_0001,1
D16_Huawei_P9Lite,D16_V_indoorWA_still_0001,14
D27_Samsung_GalaxyS5,D27_V_flatWA_still_0002,25
D07_Lenovo_P70A,D07_V_flatWA_move_0001,6
D14_Apple_iPhone5c,D14_V_flatWA_still_0002,12
