model_id_list,dev_alphabetical_id,dev_numerical_id
D29_Apple_iPhone5,D29_V_flat_still_0002,27
D21_Wiko_Ridge4G,D21_V_outdoor_still_0001,19
D30_Huawei_Honor5c,D30_V_indoor_panrot_0001,28
D27_Samsung_GalaxyS5,D27_V_flat_move_0002,25
D20_Apple_iPadMini,D20_V_indoor_move_0001,18
D24_Xiaomi_RedmiNote3,D24_V_outdoor_move_0002,22
D31_Samsung_GalaxyS4Mini,D31_V_flat_panrot_0001,29
D08_Samsung_GalaxyTab3,D08_V_indoor_move_0004,7
D24_Xiaomi_RedmiNote3,D24_V_flat_move_0002,22
D20_Apple_iPadMini,D20_V_outdoor_move_0001,18
D24_Xiaomi_RedmiNote3,D24_V_indoor_move_0001,22
D01_Samsung_GalaxyS3Mini,D01_V_flat_still_0001,0
D30_Huawei_Honor5c,D30_V_flat_move_0001,28
D03_Huawei_P9,D03_V_indoor_panrot_0002,2
D05_Apple_iPhone5c,D05_V_flat_still_0001,4
D06_Apple_iPhone6,D06_V_indoor_still_0002,5
D22_Samsung_GalaxyTrendPlus,D22_V_indoor_move_0002,20
D14_Apple_iPhone5c,D14_V_flat_move_0003,12
D24_Xiaomi_RedmiNote3,D24_V_outdoor_move_0001,22
D18_Apple_iPhone5c,D18_V_outdoor_still_0002,16
D07_Lenovo_P70A,D07_V_flat_still_0001,6
D34_Apple_iPhone5,D34_V_indoor_move_0003,32
D17_Microsoft_Lumia640LTE,D17_V_flat_still_0001,15
D23_Asus_Zenfone2Laser,D23_V_outdoor_move_0002,21
D22_Samsung_GalaxyTrendPlus,D22_V_outdoor_move_0002,20
D30_Huawei_Honor5c,D30_V_flat_move_0002,28
D31_Samsung_GalaxyS4Mini,D31_V_flat_move_0002,29
D33_Huawei_Ascend,D33_V_flat_move_0003,31
D01_Samsung_GalaxyS3Mini,D01_V_indoor_still_0002,0
D17_Microsoft_Lumia640LTE,D17_V_flat_move_0001,15
D06_Apple_iPhone6,D06_V_flat_panrot_0002,5
D08_Samsung_GalaxyTab3,D08_V_outdoor_panrot_0002,7
D07_Lenovo_P70A,D07_V_flat_move_0001,6
D35_Samsung_GalaxyTabA,D35_V_outdoor_still_0002,33
D27_Samsung_GalaxyS5,D27_V_indoor_move_0001,25
D04_LG_D290,D04_V_indoor_panrot_0001,3
D20_Apple_iPadMini,D20_V_indoor_still_0001,18
D21_Wiko_Ridge4G,D21_V_flat_move_0001,19
D14_Apple_iPhone5c,D14_V_flat_still_0001,12
D23_Asus_Zenfone2Laser,D23_V_flat_move_0001,21
D32_OnePlus_A3003,D32_V_indoor_still_0001,30
D24_Xiaomi_RedmiNote3,D24_V_indoor_still_0001,22
D02_Apple_iPhone4s,D02_V_flat_move_0002,1
D16_Huawei_P9Lite,D16_V_outdoor_still_0002,14
D30_Huawei_Honor5c,D30_V_indoor_panrot_0002,28
D14_Apple_iPhone5c,D14_V_indoor_move_0001,12
D10_Apple_iPhone4s,D10_V_flat_move_0001,9
D26_Samsung_GalaxyS3Mini,D26_V_flat_move_0002,24
D15_Apple_iPhone6,D15_V_outdoor_still_0001,13
