model_id_list,dev_alphabetical_id,dev_numerical_id
D01_Samsung_GalaxyS3Mini,D01_V_flatYT_move_0001,0
D25_OnePlus_A3000,D25_V_flatYT_still_0002,23
D30_Huawei_Honor5c,D30_V_flatYT_panrot_0002,28
D32_OnePlus_A3003,D32_V_indoorYT_panrot_0001,30
D23_Asus_Zenfone2Laser,D23_V_outdoorYT_panrot_0002,21
D06_Apple_iPhone6,D06_V_flatYT_panrot_0001,5
D08_Samsung_GalaxyTab3,D08_V_outdoorYT_panrot_0001,7
D32_OnePlus_A3003,D32_V_flatYT_move_0002,30
D35_Samsung_GalaxyTabA,D35_V_flatYT_move_0002,33
D34_Apple_iPhone5,D34_V_indoorYT_move_0002,32
D22_Samsung_GalaxyTrendPlus,D22_V_indoorYT_panrot_0001,20
D24_Xiaomi_RedmiNote3,D24_V_flatYT_still_0001,22
D20_Apple_iPadMini,D20_V_flatYT_panrot_0001,18
D15_Apple_iPhone6,D15_V_outdoorYT_panrot_0002,13
D21_Wiko_Ridge4G,D21_V_indoorYT_panrot_0001,19
D10_Apple_iPhone4s,D10_V_flatYT_panrot_0001,9
D01_Samsung_GalaxyS3Mini,D01_V_outdoorYT_still_0001,0
D28_Huawei_P8,D28_V_outdoorYT_still_0001,26
D33_Huawei_Ascend,D33_V_outdoorYT_move_0002,31
D29_Apple_iPhone5,D29_V_outdoorYT_move_0001,27
D31_Samsung_GalaxyS4Mini,D31_V_outdoorYT_move_0002,29
D27_Samsung_GalaxyS5,D27_V_flatYT_move_0003,25
D20_Apple_iPadMini,D20_V_flatYT_move_0002,18
D13_Apple_iPad2,D13_V_flatYT_move_0001,11
D07_Lenovo_P70A,D07_V_outdoorYT_move_0002,6
D05_Apple_iPhone5c,D05_V_indoorYT_move_0001,4
D28_Huawei_P8,D28_V_flatYT_still_0001,26
D06_Apple_iPhone6,D06_V_flatYT_panrot_0002,5
D14_Apple_iPhone5c,D14_V_outdoorYT_move_0001,12
D31_Samsung_GalaxyS4Mini,D31_V_indoorYT_move_0002,29
D30_Huawei_Honor5c,D30_V_flatYT_move_0003,28
D33_Huawei_Ascend,D33_V_indoorYT_still_0002,31
D03_Huawei_P9,D03_V_flatYT_move_0002,2
D05_Apple_iPhone5c,D05_V_outdoorYT_panrot_0002,4
D33_Huawei_Ascend,D33_V_flatYT_move_0002,31
D07_Lenovo_P70A,D07_V_outdoorYT_still_0002,6
D24_Xiaomi_RedmiNote3,D24_V_outdoorYT_still_0001,22
D06_Apple_iPhone6,D06_V_indoorYT_panrot_0001,5
D25_OnePlus_A3000,D25_V_outdoorYT_panrot_0002,23
D01_Samsung_GalaxyS3Mini,D01_V_indoorYT_panrot_0001,0
D08_Samsung_GalaxyTab3,D08_V_flatYT_move_0003,7
D24_Xiaomi_RedmiNote3,D24_V_outdoorYT_still_0002,22
D08_Samsung_GalaxyTab3,D08_V_indoorYT_move_0004,7
D07_Lenovo_P70A,D07_V_outdoorYT_panrot_0001,6
D10_Apple_iPhone4s,D10_V_indoorYT_panrot_0002,9
D05_Apple_iPhone5c,D05_V_flatYT_still_0002,4
D16_Huawei_P9Lite,D16_V_flatYT_panrot_0001,14
