model_id_list,dev_alphabetical_id,dev_numerical_id
D26_Samsung_GalaxyS3Mini,D26_V_flatYT_panrot_0001,24
D13_Apple_iPad2,D13_V_outdoorYT_still_0002,11
D20_Apple_iPadMini,D20_V_outdoorYT_move_0002,18
D02_Apple_iPhone4s,D02_V_indoorYT_move_0001,1
D24_Xiaomi_RedmiNote3,D24_V_outdoorYT_still_0001,22
D06_Apple_iPhone6,D06_V_indoorYT_still_0001,5
D24_Xiaomi_RedmiNote3,D24_V_indoorYT_panrot_0001,22
D34_Apple_iPhone5,D34_V_indoorYT_panrot_0003,32
D02_Apple_iPhone4s,D02_V_outdoorYT_still_0001,1
D24_Xiaomi_RedmiNote3,D24_V_flatYT_move_0001,22
D06_Apple_iPhone6,D06_V_outdoorYT_still_0002,5
D07_Lenovo_P70A,D07_V_indoorYT_still_0002,6
D02_Apple_iPhone4s,D02_V_outdoorYT_still_0003,1
D19_Apple_iPhone6Plus,D19_V_flatYT_move_0001,17
D06_Apple_iPhone6,D06_V_flatYT_panrot_0001,5
D16_Huawei_P9Lite,D16_V_indoorYT_still_0002,14
D08_Samsung_GalaxyTab3,D08_V_outdoorYT_still_0004,7
D19_Apple_iPhone6Plus,D19_V_outdoorYT_move_0002,17
D28_Huawei_P8,D28_V_indoorYT_still_0002,26
D09_Apple_iPhone4,D09_V_flatYT_move_0003,8
D26_Samsung_GalaxyS3Mini,D26_V_indoorYT_still_0001,24
D27_Samsung_GalaxyS5,D27_V_outdoorYT_move_0002,25
D27_Samsung_GalaxyS5,D27_V_flatYT_move_0002,25
D11_Samsung_GalaxyS3,D11_V_flatYT_move_0002,10
D15_Apple_iPhone6,D15_V_indoorYT_move_0001,13
D01_Samsung_GalaxyS3Mini,D01_V_indoorYT_panrot_0001,0
D03_Huawei_P9,D03_V_outdoorYT_panrot_0001,2
D29_Apple_iPhone5,D29_V_indoorYT_move_0002,27
D07_Lenovo_P70A,D07_V_flatYT_move_0003,6
D01_Samsung_GalaxyS3Mini,D01_V_outdoorYT_still_0001,0
D10_Apple_iPhone4s,D10_V_flatYT_move_0002,9
D11_Samsung_GalaxyS3,D11_V_flatYT_move_0001,10
D04_LG_D290,D04_V_flatYT_move_0002,3
D24_Xiaomi_RedmiNote3,D24_V_outdoorYT_move_0002,22
D26_Samsung_GalaxyS3Mini,D26_V_outdoorYT_panrot_0002,24
D21_Wiko_Ridge4G,D21_V_indoorYT_move_0001,19
D16_Huawei_P9Lite,D16_V_flatYT_move_0003,14
D20_Apple_iPadMini,D20_V_indoorYT_panrot_0001,18
D21_Wiko_Ridge4G,D21_V_flatYT_panrot_0001,19
D33_Huawei_Ascend,D33_V_indoorYT_move_0002,31
D01_Samsung_GalaxyS3Mini,D01_V_indoorYT_panrot_0002,0
D28_Huawei_P8,D28_V_flatYT_panrot_0001,26
